1.53E+04,6.70E+03
1.48E+04,6.75E+03
1.45E+04,6.80E+03
1.56E+04,1.12E+04
1.43E+04,6.90E+03
1.46E+04,6.90E+03
1.42E+04,8.50E+03
1.36E+04,6.55E+03
1.44E+04,7.08E+03
1.44E+04,8.28E+03
1.39E+04,6.77E+03
1.36E+04,7.32E+03
1.38E+04,6.50E+03
1.60E+04,7.34E+03
1.66E+04,7.73E+03
1.58E+04,7.25E+03
1.71E+04,8.39E+03
1.69E+04,8.63E+03
1.61E+04,7.76E+03
1.67E+04,7.82E+03
1.64E+04,7.79E+03
1.60E+04,7.62E+03
1.66E+04,9.00E+03
1.69E+04,8.59E+03
1.63E+04,7.88E+03
1.62E+04,7.51E+03
1.57E+04,7.24E+03
1.58E+04,7.92E+03
1.62E+04,8.67E+03
1.66E+04,7.86E+03
1.69E+04,8.01E+03
1.57E+04,7.73E+03
1.65E+04,7.45E+03
1.62E+04,7.97E+03
1.60E+04,8.84E+03
1.63E+04,8.09E+03
1.56E+04,7.89E+03
1.52E+04,7.06E+03
1.55E+04,7.60E+03
1.51E+04,7.41E+03
1.52E+04,7.60E+03
1.57E+04,7.95E+03
1.55E+04,7.96E+03
1.57E+04,7.45E+03
1.41E+04,8.31E+03
1.40E+04,1.01E+04
1.61E+04,9.97E+03
1.62E+04,7.05E+03
1.63E+04,7.57E+03
1.59E+04,7.51E+03
1.58E+04,7.25E+03
1.56E+04,7.37E+03
1.63E+04,1.77E+04
1.52E+04,7.25E+03
1.64E+04,7.93E+03
1.55E+04,7.59E+03
1.53E+04,7.36E+03
1.55E+04,7.24E+03
1.54E+04,7.68E+03
1.56E+04,7.96E+03
1.58E+04,1.89E+04
1.58E+04,7.24E+03
1.52E+04,7.71E+03
1.63E+04,7.92E+03
1.60E+04,7.47E+03
1.57E+04,8.27E+03
1.44E+04,7.21E+03
1.53E+04,9.67E+03
1.57E+04,2.44E+04
1.42E+04,7.54E+03
1.41E+04,6.58E+03
1.39E+04,6.63E+03
1.43E+04,6.98E+03
1.60E+04,7.25E+03
1.58E+04,7.60E+03
1.47E+04,6.80E+03
1.58E+04,7.60E+03
1.66E+04,8.94E+03
1.61E+04,7.54E+03
1.62E+04,7.57E+03
1.62E+04,7.40E+03
1.53E+04,7.23E+03
1.60E+04,7.52E+03
1.55E+04,7.26E+03
1.61E+04,7.27E+03
1.67E+04,7.85E+03
1.65E+04,7.64E+03
1.65E+04,7.66E+03
1.67E+04,7.83E+03
1.64E+04,7.87E+03
1.56E+04,7.28E+03
1.58E+04,7.12E+03
1.55E+04,8.12E+03
1.56E+04,7.44E+03
1.62E+04,6.99E+03
1.51E+04,7.18E+03
1.58E+04,7.67E+03
1.45E+04,6.99E+03
1.50E+04,7.61E+03
1.44E+04,7.43E+03
1.64E+04,8.85E+03
1.69E+04,8.18E+03
1.64E+04,8.07E+03
1.65E+04,9.56E+03
1.66E+04,9.19E+03
1.56E+04,7.69E+03
1.63E+04,7.73E+03
1.65E+04,7.76E+03
1.61E+04,7.44E+03
1.56E+04,8.38E+03
1.52E+04,7.60E+03
1.64E+04,2.52E+04
1.44E+04,6.90E+03
1.50E+04,8.82E+03
1.44E+04,6.84E+03
1.44E+04,1.06E+04
1.42E+04,6.99E+03
1.39E+04,1.09E+04
1.47E+04,6.80E+03
1.49E+04,7.09E+03
1.58E+04,7.52E+03
1.67E+04,7.52E+03
1.58E+04,8.11E+03
1.65E+04,8.19E+03
1.68E+04,8.29E+03
1.62E+04,7.50E+03
1.60E+04,7.34E+03
1.62E+04,7.41E+03
1.64E+04,7.32E+03
1.59E+04,7.54E+03
3.06E+04,5.16E+04
1.60E+04,1.28E+04
1.56E+04,7.82E+03
1.63E+04,8.60E+03
1.58E+04,7.81E+03
1.63E+04,1.01E+04
1.60E+04,7.91E+03
1.60E+04,7.85E+03
1.60E+04,7.80E+03
1.51E+04,7.79E+03
1.65E+04,8.02E+03
1.57E+04,1.04E+04
1.47E+04,7.52E+03
1.47E+04,7.12E+03
1.48E+04,7.31E+03
1.43E+04,6.70E+03
1.41E+04,6.51E+03
1.49E+04,6.91E+03
1.43E+04,7.30E+03
1.47E+04,6.58E+03
1.58E+04,7.80E+03
1.64E+04,7.69E+03
1.63E+04,7.46E+03
1.58E+04,8.56E+03
1.65E+04,7.01E+03
1.59E+04,7.50E+03
1.60E+04,1.04E+04
1.60E+04,7.41E+03
1.58E+04,9.16E+03
1.54E+04,7.27E+03
1.60E+04,7.07E+03
1.47E+04,7.10E+03
1.47E+04,6.93E+03
1.51E+04,7.27E+03
1.44E+04,6.79E+03
1.37E+04,7.83E+03
1.46E+04,7.68E+03
1.42E+04,6.81E+03
1.53E+04,7.18E+03
1.58E+04,7.32E+03
1.46E+04,6.98E+03
1.54E+04,7.18E+03
1.59E+04,9.13E+03
1.60E+04,7.50E+03
1.80E+04,2.09E+04
1.57E+04,7.24E+03
1.56E+04,7.09E+03
1.54E+04,7.44E+03
1.56E+04,7.02E+03
1.61E+04,8.00E+03
1.60E+04,1.03E+04
1.52E+04,7.10E+03
1.62E+04,6.94E+03
1.59E+04,7.70E+03
1.59E+04,7.68E+03
1.51E+04,6.95E+03
1.51E+04,7.13E+03
1.57E+04,7.08E+03
1.53E+04,7.23E+03
1.53E+04,7.16E+03
1.50E+04,7.20E+03
1.49E+04,7.16E+03
1.47E+04,9.51E+03
1.47E+04,7.84E+03
1.44E+04,6.87E+03
1.39E+04,6.66E+03
1.38E+04,6.83E+03
1.46E+04,6.92E+03
1.45E+04,7.18E+03
